400	1.234
401	1.112
402	0.999
403	0.896
404	0.802
405	0.718
406	0.642
407	0.572
408	0.515
409	0.469
410	0.426
411	0.392
412	0.361
413	0.337
414	0.314
415	0.298
416	0.285
417	0.275
418	0.269
419	0.264
420	0.258
421	0.258
422	0.26
423	0.263
424	0.267
425	0.275
426	0.286
427	0.3
428	0.317
429	0.335
430	0.355
431	0.377
432	0.398
433	0.418
434	0.44
435	0.464
436	0.49
437	0.516
438	0.542
439	0.569
440	0.596
441	0.629
442	0.662
443	0.703
444	0.749
445	0.795
446	0.838
447	0.882
448	0.919
449	0.968
450	1.027
451	1.097
452	1.173
453	1.247
454	1.329
455	1.423
456	1.526
457	1.639
458	1.742
459	1.831
460	1.91
461	1.998
462	2.091
463	2.21
464	2.349
465	2.499
466	2.646
467	2.794
468	2.926
469	3.09
470	3.252
471	3.425
472	3.608
473	3.804
474	4.015
475	4.256
476	4.491
477	4.721
478	4.992
479	5.341
480	5.739
481	6.151
482	6.506
483	6.753
484	6.964
485	7.183
486	7.465
487	7.827
488	8.266
489	8.709
490	9.13
491	9.518
492	9.92
493	10.337
494	10.83
495	11.366
496	11.953
497	12.527
498	13.087
499	13.596
500	14.116
501	14.623
502	15.226
503	15.874
504	16.565
505	17.227
506	17.841
507	18.411
508	19.03
509	19.732
510	20.481
511	21.229
512	21.993
513	22.848
514	23.825
515	24.887
516	26.026
517	27.127
518	28.121
519	28.976
520	29.825
521	30.764
522	32.28
523	34.279
524	36.325
525	38.33
526	40.041
527	41.151
528	42.056
529	42.88
530	43.663
531	44.694
532	46.048
533	47.55
534	48.949
535	50.103
536	51.179
537	52.225
538	53.522
539	55.146
540	56.363
541	57.231
542	57.457
543	57.363
544	57.341
545	57.501
546	57.73
547	58.453
548	59.043
549	59.947
550	61.023
551	61.942
552	62.804
553	63.761
554	64.554
555	65.589
556	66.854
557	68.231
558	69.833
559	71.429
560	73.077
561	74.846
562	76.804
563	78.961
564	81.331
565	83.788
566	86.047
567	87.814
568	89.518
569	91.619
570	93.641
571	95.769
572	97.376
573	98.43
574	99.193
575	99.654
576	100
577	99.942
578	99.7
579	99.576
580	99.116
581	98.352
582	97.607
583	96.358
584	94.652
585	92.673
586	90.307
587	87.937
588	85.048
589	82.041
590	78.52
591	74.866
592	71.135
593	67.257
594	63.426
595	59.527
596	55.665
597	51.988
598	48.249
599	44.305
600	40.71
601	37.04
602	33.755
603	30.86
604	28.272
605	25.873
606	23.602
607	21.307
608	19.1
609	17.14
610	15.457
611	14.024
612	12.663
613	11.367
614	10.156
615	9.029
616	8.036
617	7.219
618	6.482
619	5.821
620	5.225
621	4.636
622	4.124
623	3.675
624	3.297
625	2.974
626	2.687
627	2.426
628	2.199
629	1.98
630	1.79
631	1.622
632	1.468
633	1.361
634	1.315
