500.12	0.00290623
500.57	0.00305321
501.02	0.00295713
501.47	0.00297386
501.92	0.00299921
502.38	0.00302318
502.83	0.00288972
503.28	0.00295215
503.73	0.00298596
504.18	0.00303386
504.63	0.0029317
505.09	0.00298969
505.54	0.00305181
505.99	0.00284516
506.44	0.00288419
506.89	0.00296327
507.34	0.00299075
507.79	0.00290815
508.25	0.00280985
508.7	0.00282845
509.15	0.00283842
509.6	0.00284262
510.05	0.00277114
510.5	0.00279806
510.95	0.00280208
511.4	0.00282888
511.85	0.00280966
512.31	0.00283199
512.76	0.00283278
513.21	0.00284493
513.66	0.00286272
514.11	0.00284035
514.56	0.0028353
515.01	0.00294294
515.46	0.00292051
515.91	0.00295825
516.36	0.00321583
516.81	0.00326487
517.26	0.00330528
517.71	0.00344124
518.17	0.00347729
518.62	0.0036274
519.07	0.0036847
519.52	0.00387195
519.97	0.00391498
520.42	0.00396949
520.87	0.00416252
521.32	0.00424262
521.77	0.00447564
522.22	0.00468004
522.67	0.00480578
523.12	0.00492587
523.57	0.00502591
524.02	0.00509993
524.47	0.0051796
524.92	0.00539791
525.37	0.00551186
525.82	0.00547003
526.27	0.00558684
526.72	0.00564932
527.17	0.00571434
527.62	0.00580799
528.07	0.00593026
528.52	0.00593675
528.97	0.00588865
529.42	0.0059448
529.87	0.006041
530.32	0.00612273
530.77	0.00607998
531.22	0.00615587
531.67	0.00621444
532.12	0.00626438
532.57	0.00616699
533.02	0.00621668
533.47	0.00625489
533.92	0.00628434
534.37	0.00620086
534.82	0.00622448
535.27	0.0062479
535.72	0.00625413
536.17	0.00626874
536.62	0.00626628
537.07	0.00628959
537.52	0.00630129
537.96	0.00632008
538.41	0.00629726
538.86	0.00645021
539.31	0.00645309
539.76	0.00647591
540.21	0.00649023
540.66	0.00666292
541.11	0.00667128
541.56	0.00670254
542.01	0.00670506
542.46	0.00673335
542.91	0.00688587
543.35	0.00694133
543.8	0.00699242
544.25	0.00704331
544.7	0.00707714
545.15	0.00712518
545.6	0.0071703
546.05	0.00722977
546.5	0.0073206
546.95	0.00739436
547.39	0.00748108
547.84	0.0075834
548.29	0.00768566
548.74	0.00779358
549.19	0.00803715
549.64	0.00817649
550.09	0.00818575
550.53	0.00818787
550.98	0.00830119
551.43	0.0084373
551.88	0.00856192
552.33	0.00868947
552.78	0.00869836
553.23	0.00882293
553.67	0.00894607
554.12	0.00907909
554.57	0.0091949
555.02	0.0092035
555.47	0.00931049
555.92	0.00941172
556.36	0.00950867
556.81	0.00962691
557.26	0.00974509
557.71	0.00983737
558.16	0.00991532
558.6	0.0100118
559.05	0.0101154
559.5	0.0102103
559.95	0.010328
560.4	0.0104399
560.84	0.0105477
561.29	0.0106567
561.74	0.0107743
562.19	0.0108975
562.63	0.0111493
563.08	0.0113939
563.53	0.0115199
563.98	0.0116401
564.43	0.011766
564.87	0.0118961
565.32	0.0121489
565.77	0.0122745
566.22	0.0124259
566.66	0.0125616
567.11	0.0126985
567.56	0.0128296
568.01	0.0130879
568.45	0.0132319
568.9	0.0133802
569.35	0.0135484
569.8	0.0137195
570.24	0.0137534
570.69	0.0140314
571.14	0.0141937
571.58	0.0143689
572.03	0.0145539
572.48	0.0147245
572.93	0.0147881
573.37	0.0149288
573.82	0.0150879
574.27	0.0152497
574.71	0.0155488
575.16	0.0155949
575.61	0.0157709
576.05	0.0159111
576.5	0.01611
576.95	0.0162715
577.39	0.016463
577.84	0.0166558
578.29	0.0168484
578.74	0.0170124
579.18	0.0171721
579.63	0.0173705
580.08	0.0175887
580.52	0.0177654
580.97	0.0179548
581.41	0.0182615
581.86	0.018428
582.31	0.0186001
582.75	0.0187995
583.2	0.0191331
583.65	0.0192992
584.09	0.0194726
584.54	0.0196272
584.99	0.0199462
585.43	0.0201338
585.88	0.0203397
586.32	0.0205386
586.77	0.0208803
587.22	0.0210918
587.66	0.021322
588.11	0.0215393
588.56	0.0219237
589	0.0221453
589.45	0.0222551
589.89	0.0226209
590.34	0.0228923
590.79	0.0231321
591.23	0.0233934
591.68	0.0237775
592.12	0.0239173
592.57	0.0241884
593.01	0.0244524
593.46	0.0248877
593.91	0.0251787
594.35	0.0253354
594.8	0.0256319
595.24	0.0260515
595.69	0.0263393
596.13	0.0265302
596.58	0.0268065
597.03	0.0271171
597.47	0.0275392
597.92	0.0276995
598.36	0.0279943
598.81	0.0282674
599.25	0.0287065
599.7	0.0290138
600.14	0.0292768
600.59	0.0295896
601.03	0.0298898
601.48	0.0301595
601.92	0.030471
602.37	0.0307406
602.82	0.0311889
603.26	0.0314542
603.71	0.0317292
604.15	0.0320347
604.6	0.032454
605.04	0.0327362
605.49	0.0331669
605.93	0.0335504
606.38	0.0338394
606.82	0.0341214
607.27	0.0345145
607.71	0.0347937
608.15	0.0350783
608.6	0.0354798
609.04	0.0357588
609.49	0.0361402
609.93	0.0364218
610.38	0.0367046
610.82	0.0370904
611.27	0.0373731
611.71	0.037646
612.16	0.0380156
612.6	0.0382311
613.05	0.0385136
613.49	0.0389134
613.93	0.039186
614.38	0.0394511
614.82	0.0397238
615.27	0.0399831
615.71	0.0402153
616.16	0.0406218
616.6	0.0409113
617.04	0.0411349
617.49	0.0412555
617.93	0.0416091
618.38	0.0418596
618.82	0.0420887
619.27	0.0423563
619.71	0.0426341
620.15	0.0428774
620.6	0.0431477
621.04	0.0434024
621.49	0.0436467
621.93	0.0439358
622.37	0.0443061
622.82	0.0445705
623.26	0.044695
623.7	0.0450881
624.15	0.045335
624.59	0.0455864
625.04	0.0459633
625.48	0.0462117
625.92	0.0463416
626.37	0.0467239
626.81	0.046998
627.25	0.0472577
627.7	0.0476313
628.14	0.0479195
628.58	0.0483234
629.03	0.0484883
629.47	0.0487851
629.92	0.0491928
630.36	0.0494864
630.8	0.049887
631.25	0.0501903
631.69	0.0506337
632.13	0.05082
632.57	0.0511305
633.02	0.0515606
633.46	0.0519052
633.9	0.0522298
634.35	0.0525842
634.79	0.0530501
635.23	0.0533974
635.68	0.0537458
636.12	0.0541073
636.56	0.0544744
637.01	0.0549984
637.45	0.0552581
637.89	0.0557723
638.33	0.0561563
638.78	0.0565757
639.22	0.0569824
639.66	0.0575164
640.11	0.0577912
640.55	0.0582036
640.99	0.0587199
641.43	0.0591093
641.88	0.0595109
642.32	0.0599287
642.76	0.0603435
643.2	0.0608968
643.65	0.0611826
644.09	0.0615856
644.53	0.0621358
644.97	0.0625617
645.42	0.06313
645.86	0.0635786
646.3	0.0640242
646.74	0.0645941
647.18	0.0650194
647.63	0.0654543
648.07	0.0660497
648.51	0.0664978
648.95	0.0669542
649.4	0.0673801
649.84	0.0679694
650.28	0.0684029
650.72	0.0688275
651.16	0.069275
651.61	0.0698478
652.05	0.0702463
652.49	0.0706619
652.93	0.0710689
653.37	0.0715915
653.82	0.0719592
654.26	0.0723658
654.7	0.0727437
655.14	0.0731073
655.58	0.0734564
656.02	0.0739382
656.47	0.0742596
656.91	0.0746055
657.35	0.0749368
657.79	0.075141
658.23	0.0754436
658.67	0.0758788
659.12	0.0760435
659.56	0.0763084
660	0.0765819
660.44	0.0767366
660.88	0.0769526
661.32	0.0771884
661.76	0.0773955
662.2	0.077441
662.65	0.0776232
663.09	0.0777813
663.53	0.0778179
663.97	0.0778228
664.41	0.0780362
664.85	0.0780208
665.29	0.0779225
665.73	0.0779596
666.17	0.0778524
666.62	0.0778475
667.06	0.0776742
667.5	0.0776022
667.94	0.0773916
668.38	0.0773193
668.82	0.0769326
669.26	0.0768403
669.7	0.0766592
670.14	0.076388
670.58	0.0760137
671.02	0.0757838
671.46	0.0753865
671.91	0.0749872
672.35	0.0746626
672.79	0.074168
673.23	0.0737602
673.67	0.0731438
674.11	0.0726645
674.55	0.072078
674.99	0.0714285
675.43	0.0709089
675.87	0.0700751
676.31	0.0694325
