490.00	1.29
491.04	1.11
491.94	1.34
492.98	1.67
494.02	2.06
495.07	2.56
495.97	3.18
497.01	3.76
498.05	4.75
498.95	5.80
500.00	6.91
501.04	8.38
501.94	10.42
502.98	12.22
504.02	14.80
505.07	18.05
505.97	21.25
507.01	24.90
508.05	29.59
508.95	33.84
510.00	38.27
511.04	43.91
511.94	50.24
512.98	55.22
514.02	60.79
515.07	66.48
515.97	72.20
517.01	77.84
518.05	83.16
518.95	87.47
520.00	91.21
521.04	94.53
521.94	97.05
522.98	98.95
524.02	100.00
525.07	99.74
525.97	99.03
527.01	98.00
528.05	96.25
528.95	94.19
530.00	91.92
531.04	89.34
531.94	85.32
532.98	82.92
534.02	79.60
535.07	76.70
535.97	73.17
537.01	70.31
538.05	66.96
538.95	64.22
540.00	62.28
541.02	59.53
542.05	56.82
542.94	54.38
543.97	52.87
545.00	51.06
546.02	49.42
547.05	48.01
547.94	46.41
548.97	45.10
550.00	43.99
551.04	43.00
551.94	41.82
552.98	41.42
554.02	40.44
555.07	39.58
555.97	38.08
557.01	37.70
558.05	36.64
558.95	35.89
560.00	35.07
561.02	34.00
562.05	33.33
562.94	32.33
563.97	31.32
565.00	30.39
566.02	29.23
567.05	28.32
567.94	27.18
568.97	26.44
570.00	25.36
571.02	24.12
572.05	23.28
572.94	22.27
573.97	21.26
575.00	20.27
576.02	19.48
577.05	18.66
577.94	17.71
578.97	17.16
580.00	16.38
581.02	15.69
582.05	14.83
582.94	14.23
583.97	13.58
585.00	13.03
586.02	12.47
587.05	11.81
587.94	11.22
588.97	10.84
590.00	10.37
591.02	9.94
592.05	9.50
592.94	9.15
593.97	8.70
595.00	8.43
596.02	8.19
597.05	7.85
597.94	7.57
598.97	7.37
600.00	6.96
601.01	6.72
602.02	6.45
603.04	6.27
604.05	5.98
605.07	5.98
605.94	5.67
606.95	5.47
607.97	5.26
608.98	5.17
610.00	4.92
611.02	4.69
612.05	4.55
612.94	4.43
613.97	4.32
615.00	4.18
616.02	3.95
617.05	3.85
617.94	3.78
618.97	3.64
620.00	3.58
621.01	3.31
622.02	3.21
623.04	3.09
624.05	2.94
625.07	2.89
625.94	2.76
626.95	2.70
627.97	2.58
628.98	2.43
630.00	2.38
631.01	2.25
632.02	2.22
633.04	2.12
634.05	2.09
635.07	1.91
635.94	1.88
636.95	1.87
637.97	1.77
638.98	1.69
640.00	1.63
641.01	1.59
642.02	1.49
643.04	1.49
644.05	1.41
645.07	1.34
645.94	1.29
646.95	1.26
647.97	1.16
648.98	1.20
650.00	1.14
651.00	1.09
652.00	1.07
653.00	1.08
654.00	0.99
655.00	0.94
656.00	0.92
657.00	0.84
658.00	0.90
659.00	0.87
660.00	0.86
661.01	0.78
662.02	0.78
663.04	0.74
664.05	0.75
665.07	0.68
665.94	0.70
666.95	0.63
667.97	0.63
668.98	0.64
670.00	0.61
671.00	0.63
672.00	0.59
673.00	0.55
674.00	0.57
675.00	0.49
676.00	0.59
677.00	0.51
678.00	0.50
679.00	0.49
680.00	0.46
681.00	0.49
682.00	0.40
683.00	0.43
684.00	0.41
685.00	0.39
686.00	0.40
687.00	0.34
688.00	0.37
689.00	0.35
690.00	0.36
690.98	0.35
691.97	0.38
692.95	0.37
693.94	0.34
695.07	0.31
696.05	0.35
697.04	0.39
698.02	0.34
699.01	0.29
700.00	0.31
